postId	message
147285781446_10151120051241447	"Horrible Customer Service/Customer relations nightmare!   My co-worker has been on the phone all afternoon.  She ordered a black friday deal - on black friday - and has been waiting for it to arrive.  Today she received a cancellation notice because the item was out of stock, however on the website it is available and ""in stock"" for the regular price.  She's spoken to 2 customer service agents - one rude and one helpful - and both told her she's out of luck.  If it was not in stock, she should have been able to place an order.  If it was in stock and you took orders for more than was available, you should honor the price.  Looks like a lot of other people have had the same experience from reading the posts.  Can anyone help her or should be just place her order with Cabella's???"
117497138610_10151036638028611	"TWO HOURS waiting at the Walgreen's Minute Clinic to get meds for a sinus infection, only to be told that they couldn't see me since I've reached my maximum THREE visits for the year. Could you have TOLD me that when I spent :10 minutes logging into your computer before I waited? You've lost my business!"
199504650087085_446331235404424	"I have had one of the least pleasant roundtrips this trip that I think I have ever had.... that said I am not posting again to rant but to ask for some honest commentary/thoughts/policies. If you are going to be rude and snarky please keep your comments elsewhere. On my flight from the UK back to the US today I had selected an Economy Plus seat at the bulkhead (I am a Platinum elite member so this is a perk I really enjoy.) Problem started when 2 women came to take the 2 seats next to me (I was on the window) who were very very large women. (In fact BOTH of them needed a seat belt extender.) I found myself squished into half my seat, the woman next to me constantly knocking my headphones out of the plug that was on the armrest and since it was a bulkhead the tray tables were in the arm rests and give the size of these women they were taking up so much space over the armrests that there was absolutely no way I could pull out the tray table. I tried to use my computer but I had no elbow room due to the fact that the woman next to me was so overflowing into my seat with her arms etc. I know Southwest caught horrible backlash (which I personally think was completely unfair) for trying to enforce that you have to buy an extra seat (or a first class seat) if you need a seatbelt extender. What are Continental's thoughts? I talked to the flight attendant who was very sorry (and very nice too I might add) but really had no answers for me. She said I could move to another seat but it would have been a middle non-economy plus seat which in the scheme of things isn't much better.... so I kept the seat I was in. It was a very uncomfortable flight. Thoughts? Comments? Opinions? Policy knowledge?"
78143372410_10150763826877411	"I  have never been more humiliated and embarrassed as I was at the Mesa AZ #1567(university and Lindsey) location tonight. It was about 9:30 pm, there was 1 lane open and as I was paying for my purchases, the cashier Travis scanned a bogo coupon, it beeped, Travis starts a rant about ""if it beeps"" SW won't take it, so he calls a manager..Joe shows up..8 people in line behind me..first thing Joe said was "" WE DON'T TAKE COPIES""  and I said that is wise. Then Joe tells me they (my coupons) are fake because they are black and white. He said ""they are color for a reason, to protect us"" ( I guess he has never heard of color copiers), after being called a fraud and a thief by Joe (in front of 10+ people behind me and my family) the coupon worked, then Joe opened up a new lane. I had a family member work for SW in the past and never heard of this kind of horrendous treatment. This treatment was unacceptable, and yes you can contact me by FB."
110455108974424_486815681338363	"I was going to preorder Darksiders 2, but it says it is unavailable for in-store pick up? Da fuq?"
129945096760_10150949945641761	The tangerine agua fresca is totally yummy and refreshing.  I am afraid that I like it too much.
6806028948_10150896791103949	Can't wait for November flights to be released...really want to book my trip from Vegas to Orlando!
199504650087085_440598952644319	"O.K. Now The  News is that on a United flight from AZ to Newark, A Sleeping Female Passenger was assulted while she was sleeping, by a Male Passenger sitting next to her,,,,,(Hmmmm) Could it be he was trying to make his seat go Back and By accident Place his Hand down Her Pants and Into Her Chest??????,,,,We All know How ROOMY-United seats Are (Yeah-Right)"
125472670805257_462543347098186	"I cant begin to express my disappointment and displeasure with my latest Delta flight from St Louis to Memphis last night.  After sitting on the tarmac in a plane with no air conditioning, for almost an hour beyond the scheduled departure time, and being told repeatedly by the attendant and pilot that the reaon for the delay was that the plane was overbooked and overweight, we arrived in Memphis to find we missed our connection to CVG.  Not one Delta employee in Memphis was sympathic or helpful.  We were told brusquely that we were rescheduled for a flight the next morning and given a 10% coupon for a hotel.  Wow!  10% off!  When we complained, we were told since the flight was delayed due to weather, Delta didn't have to pay for our hotel.  Weather?  Wow, nice lie to get out of paying for our hotel.  We asked for the Red Coat person, who came and told us she could do nothing, which is exactly what she did. (Red Coat service is back- get excited!) I have now missed a day of work and am out the cost of a hotel room I didn't anticipate.  Next call is to the FAA to discuss the false reason for the delay given and to my corporate travel service to ask that we reconsider Delta's services in the future."
63445693036_10151138619933037	"Supporting Trump's merchandise does not help him to be introspect and grow.  Trump is not omnipotent, and because of his wealth he can't be allowed to continue feel that he is invincible.  He is a very vocal person, and would serve the public better by being a good role model.  In particular, showing respect to our president, President Obama, and the electoral process.  Since you want to support him, you'd do him a favor by hitting him in his pocket.  That's the only thing that would give him a wake up slap. Your customers will not suffer from the loss.  There are plenty other products to sell, equal to or better, that are perhaps "" made in America ""."
92979593115_10151192976588116	"Just wanted to share my HORRIBLE experience at one of your virginia beach stores last night.. I walked in not knowing what time you all closed and I was greeted at the door by your associate saying "" You got 2 minutes"" I turned my head quickly hoping that there was no way she was talking to me and AGAIN she said You got 2 minutes! I couldnt believe it! She locked the door as I turned around and proceeded to go buy my envelopes. A gentleman was standing at the locked door hoping to come in with no luck. I was so taken back by not only her words to me but her actions! Ive been in customer service for 14 years and I would NEVER let one of my employees speak to a customer like this.. EVER! In my business its grounds for immediate termination! I will definitely think twice before ever entering another CVS!"
147285781446_10151136051881447	"I don't like group punistment ,and your decision to band the sale of AR wepons is your right as is my right to choose where I spend my dollars. I have spent a great deal of money at your stores,and you have grown because of your vast products that you offer.I will no longer buy any of your products or services."
8103318119_10151261368018120	Dear retailers.... Black Friday is supposed to start on FRIDAY not thanksgiving night. I am not going to skip Thanksgiving dinner with my family to try to find a bargain and fill your pockets. Your employees should not have to skip their holiday to come to work. I hope no one goes to the stores until early Friday morning and I hope ALL of your employees call off work! Stop taking away traditions and family time to try to get ahead of your competitors because guess what... Your competitors are just as greedy as you are and they will only copy you or try to one up you. Tis the season to be thankful and be with family NOT the season to spend time with you local mass retailer. I am pleading for shoppers to boycott the Thanksgiving evening sales. I plan on going out Friday morning like the tradition was meant to be.
199504650087085_463896063647941	"Can you tell me if there is a delay in the emailing of the updated itineraries? I changed my Tuesday flight with the reservations agent on the phone, but have still not received my itinerary in my email..thanks!"
104078918472_10151197812788473	"Does it really take 80 min to give the passengers a reason as to why we are so delayed?   Two flights ago we had mechanical problems, looks like this will be my last paid flight."
125472670805257_509934602359060	"I want to thank Delta Airlines for sending me an email, without me even asking, to let me know that I had the opportunity to change my flight  back home from New York, without incurring a change fee saving me $150 plus. I am assuming this was related to the cancellation of the New York Marathon and Super Storm Sandy.   Thank you, Delta. That is going above and beyond."
78143372410_10150566869822411	"Thank-you Safeway from all your Escrip fans in the Crescent Valley HS group in Corvallis, OR.  Your Escrip contribution for 2011 helped our school buy numerous items for our school that were not available through the school budget.  Thank-you!"
179590995428478_301710829883160	Thanks again to Bank of America for sponsoring the largest financial fitness event in the Baltimore area!  Money Power Day 2012 is going to be great.  Your volunteers and support are so appreciated.  www.moneypowerday.org
63445693036_10151010685338037	"Join LifeNet4Families and Macy's as we Shop For A Cause on August 25th. A $5.00 gift to LifeNet4Families gets you a ""savings pass"" which entitles you to save 25% all day on regular, sale & clearance items, including home even save on most brands usually excluded."
159616034235_10150706644689236	"Please, Walmart!  I have always been impressed by the steps you have taken to keep your company ever greener.  Please do the right thing and refuse to sell Monsanto's untested, unlabeled and potentially harmful GE sweet corn."
152789358067261_337003796312482	"I'm gonna post this here because when I try to call or email WF, I get transferred. My wife and I had an unauthorized withdrawal on our checking account awhile back which caused havoc with our finances.  As soon as we realized we called WF and I spoke with Ashley in the Reno Call Center.  Ashley did everything that she could to help us through our situation.  She was kind, considerate and seemed like she cared.  WF investigated the matter and we had our money back and overdraft fees returned.  We were even told that if needed, WF would write a letter to anyone who did not receive payment because of this matter.  After this happened, we know that we won't be looking to bank anywhere else and when the time comes for a mortgage, auto or personal loan, Wells Fargo is where we will go first."
100488814000_10150766251584001	"Is there anyway to get discontinued cereals? I like the Smart Start Healthy Heart original and can not find them. Rite-Aid had them advertised in their ad this week, I called to four stores and not one had the original ones."
8103318119_10150866533403120	"Very disappointed in Target.  I thought they were a retail leader..but find out they are incompetent at internet sales.   I can't believe that Target is not advanced enough in internet sales to be able to purchase something online and pick it up in the store. I wish to purchase my 1st grandbaby's crib but I live in Pennsylvania and my daughter lives in Ohio. The crib is no longer sold on-line but is available in my daughter's local Target store. The sale representatives I spoke to suggested that I drive (or fly) to Ohio, purchase the crib, and then drive (or fly) home. That is the only solution available to me. Or, I could buy it at MY local Target store, then DRIVE the crib to Ohio. So glad Target is offering to be able to purchase ""local"" small shops merchandise from across the US at my local Target. But I can't purchase something at Target for someone in Ohio. Amazing customer service technology in use!"
104078918472_10150623492618473	I waited for 45 minutes on the line today hoping to talk to a customer service representative over a very simple transaction. I gave up after 45 MINUTES and hung up. This is completely unacceptable from an airline
163478290365055_466686126710935	I have been a long time customer of autozone but the action that was taken was wrong. I as a vet my self and a American would have done the same. This man needs his job back and a raise for doing right and protecting not just him self but co workers and customers. I will not be taking my needs to auto zone at all anymore and will be letting all my other friends and family know to do the same. I will forward this story on to many more.
6806028948_10151168918988949	"I've been trying to book for hours, but the website keeps giving me error messages. Tried calling customer service and reservations, but both numbers have been giving me a busy signal all day. Really wanting to go home and see my family."
77978885595_10151915782200596	"Well you may cherish you customers, but seeing I just found out you guys refuse to let so called pit bulls into your doggy daycare camp, I will no longer do business with you people! I am so tired of the damn stereotyping that goes on for animals....you people should be ashamed of yourselves as a company! Maybe people who stereotype should be banned from all public places???"
179590995428478_429121980475377	"Just wanted to take a moment and thank Bank of America for making the first day of my honeymoon a real disaster.  After a beautiful wedding last weekend in Detroit my wife and I stopped over in Las Vegas to relax for a few days before heading back home to San Francisco.  We were very excited for a nice dinner, just the two of us, at a restaurant we both love.  We were very concerned to find that when we went to pay for dinner both of our debit and credit cards were shut off.  After calling the bank we found that they were closed Sunday nights and unable to help us with the predicament they caused. To make matters worse the manager of the restaurant said this happens often in Las Vegas and had a merchant line  that she often used to solve these types of problems.  Bank of America's merchant line was closed also. What good that did us.  Finally after an hour of calling family (now 2AM back east) we had to beg the manager to take a check from us and scan our ID's as added security.    I don't expect much from a bank (clearly, I'm with BoA), but when I do leave my money with someone and they cut me off I expect that they are available ANYTIME to fix the problem.  Not the case.  Disappointing. "
124728879505_10150459276954506	"I'm in Scotland and love these soups, especially for making pies, but I can only get tomato, chicken & white wine, vegetable, mushroom & chicken soups! I'm sure there used to be many more available in Scotland. Can anyone help me find a wider variety?"
12699262021_10151197316932022	Stood in line at the return desk for 45 minutes behind a customer to only be told that there was nothing they could do to help me. A friend bought me a Go Pro camera with several accessories yesterday as a gift.  One of the accessories I could not use and wanted to exchange it.  I was told that without a receipt or their Best Buy reward number that they could not help me.  Keep in mind that this item was only about $10 and I had about $100+ worth of items that I was going to purchase after this exchange.  I could not get a store credit or anything.  POOR customer service and a very POOR Policy if you ask mne.  I am not going to call my friend and ask for a receipt or thier number as this was given to me as a gift. I have made my last purchase from Best Buy and will start buying items online as I can usually get a much better price and better customer service.  So long Best Buy and I will be sharing my experience with everyone I know that does business with you.
21493231379_10151140775416380	THIS IS AN ALRIGHT CARD I NEVER HAD A CARD CO TO CALL ME AN DROP MI RATE TO O FOR 6MONTHS AFTER HAVING IT FOR YEARS
6806028948_10150697319543949	"I had a wonderful experience flyin Southwest this weekend to Baltimore. I flew on a Boeing 737 out Of Bradlley International Airport, Hartford/Springfield/Windsor locks. I am using Southwest vacation packages to Disney world in Orlando, Florida this May.  Cant waitto my vacation in May.  The only downside my ears were killing me somewhat on the way Baltimore. Not so bad on the way back to Hartford,CT."
78143372410_10150492686497411	"Of the many chants and slogans that have defined the frustrations of the Occupy Wall St. protests, one recurring theme has focused on the idea that greedy corporations do whatever they can to avoid sharing the wealth. But a look at the numbers tells more of a nuanced story. Here's the top 10 most charitable from the Forbes list. Some of them may surprise you! Macy's, Safeway, ExxonMobil Corporation"
12699262021_10150615588582022	"I'm having a problem getting through to corporate customer service. After given 25 options, was put on hold for 45 minutes until I accidentally hung up---called back and left # when they called back and took 15 minutes to explain, girl told me she couldn't help me I would have to go to store---at store yesterday they told me had to call corporate. She gave me the # I spent 45 minutes on hold with. Frustrating!!!"
199504650087085_355215577849324	"Idk what you people are talking about but in 2 weeks I'm flying PHL - LAX and got the flight for $260 total!! A steal!! I have also just recently flew United to Las Vegas and got excellent service! Maybe if people actually came on here and wrote positive things it would benefit everyone, you know, merging two of the biggest airlines in the world is NOT an overnight process. There is going to be a lengthy period of time until things settle down."
179590995428478_398916276829281	What is your dividend policy?  Can I find the information  ib your website? Where?
129945096760_10151103739551761	Withdraw your name from Shell vs Kiobel brief.  Human rights  abuses is no way to do business!
179590995428478_376463335741242	Another post taken down by Bank of America. They do not want to deal with their customers
8103318119_10151224165223120	Stop the Christmas commercials it not even Halloween. I think this is just too Greedy You Dumbasses
8103318119_10151249575308120	Target - Can we please get some Commercials like the Electric Santa Claus by Blazer Force again?! AMAZING :)
78143372410_10151038227537411	"What should I do if my labels for education did not print from the catalina machine? I bought more then enough products to get the bonus labels but nothing printed, as a matter of fact nothing printed out of the machine sunday night."
199504650087085_342820989088783	"Thank you United for exceptional customer service on the phone. I usually book online but had issues with booking, but after 2 agents working very hard they made everything work very smoothly. Thanks again"
179590995428478_428052297249012	"have been trying to refinance my house for the past month, just keep getting the run around because of the survey which was not part of my packet when I last refinanced. Now BOA want me to pay 400.00 for a survey, so that they can provide it to the title company. Boa should have had all that info from the last refinance, but they lost it when they switched from the BOA system to the countrywide system. Not fair, especially when they are not the ones wanting the survey from me, but the title company asking them to provide it from their files, which they lost, so they are pasting the burden on me. All I have been getting it unhelpful attitudes from the most of them, some of them trying to justify BOA, just wasting my time. I have been a customer with BOA for a very long time. Maybe it's time to move on and take everyone associated with me. Oh and I only hear from them about the loan every friday, I dont think they are really interested in my business. But sending a letter to the CEO Brian Moynihan. This is beyond rediculos and unacceptable....very frustrated."
159616034235_10151503744139236	"I like shopping at your store but the walmart store in burton, michigan is the most rudest and unprofessional walmart store that I have shopped at. I went into the store last night to shop for a few things and the store was busy as always. There was only two lanes open (one regular lane and 20 items or less) with lines of people waiting to check out. There was tons of workers on the floor but the managers wouldn't bring any body to the registers. The store was a mess with shelves empty and items everywhere. There were workers just standing around talking with each other instead of helping customers. There was about five different people at the jewerly counter when the lady was ringing up a lady. Once she was done with that customer she walked away and left the rest of the customers at the counter and when she was asked for help she just looked at them and she was on break and walked away. A customer had to track down another employee who was also rude. I don't know if your corperate people every visit this store but they really need too. I always see them at other walmart stores. I think the managers need to take a training course at the other walmart stores to see how to manager a store right. I will not be back to this store. I tried to talk to one of your managers last night before leaving and they refuse to speak with me. Some one really needs to show this store how to be professional and how customer service right."
8103318119_10151237367493120	"With all the things happening in the East, you should send your Halloween costumes  to the East coast instead of salvaging them to a second hand store.  Think about all the little kids out there that cannot participate in the one night they can be a super hero, a princess or a clown....so sad:(  Think about it!"
78143372410_10151048536177411	"Safeway, for a neighborhood grocery store, you just lost a long-time, very local customer, with poor, crass and just plain rude customer service. I'll never shop there again. Woodland store, Woodland, WA."
152789358067261_416149461731248	I just found out today that if I don't maintain a $1500 balance that my account will be charged a service fee. I've had my account through several different bank takeovers and now I plan on finding a new bank! I think what they've done is absolutely ridiculous!
129945096760_182476608543638	"Mr. Delorenzo & Dole - Why are you standing with murderers by signing an amicus brief in support of Shell's quest to protect itself from criminal liability for human rights abuses it committed abroad? If you don't pull your name, we will hold YOU accountable.      Dole shouldn't compound its problem of human rights abuses by seeking immunity from future crimes. If you don't want to be held accountable for crimes, simply don't commit them. Pull your name from the amicus brief you filed in the Shell v. Kiobel case now.      Your customers are well aware of your attempts to undermine our justice system's protection of human rights to ensure that corporate criminals get away with murder. Withdraw your name from the Shell vs. Kiobel brief you submitted immediately.   http://www.ccrjustice.org/ourcases/current-cases/kiobel?fb_action_ids=3314324275273&fb_action_types=og.likes&fb_ref=.UI8Pw-boG5I.like&fb_source=aggregation&fb_aggregation_id=288381481237582"
12699262021_10150623622152022	"I'm NOT clicking LIKE because you have horrible service and rude managers and somewhere ""THE CUSTOMER IS ALWAYS RIGHT"" went right out the door.   Yall are shady an I will NEVER shop in your store again!"
7003656077_10151062633246078	"Cudos to AA on fast and great customer service.  Had issues with flights being delayed, sent a letter outlining issues and received compensation and a response in less than 12 hours.  I am Executive Platinum and am very loyal to AA, but these delays and cancellations are a pain for all of us frequent travlers.  While I am ready for this to end, knowing AA responds to complaints in a timely manner helps!"
313163945066_10151005407875067	Once again terrible service. Invasion of privacy. Little or no concern for a customer's wishes. The same issue keeps surfacing again & again. Arghh!
7003656077_10150966055621078	"The care given by American Airlines disappointed me. I was diagnosed with cancer and was taken from emergency room to the ICU for surgery. I missed my flight due to a weeks hospitalization and I have yet to get a response, though I went through proper channels for either a refund or credit. As a single mom, the money I threw away on this missed flight really would make a difference since I can't work during my chemo treatments. Warning to the rest of you....don't get a terminal illness and plan on flying American Airlines."
78143372410_10151022037712411	"Hahaha! Looks like Safeway does a lot of apologizing. I quit shopping at Safeway a year or so ago and had to pick up a couple of things and decided to just use my neighborhood Safeway... Hilarious!! Safeway can't keep expired crap off their shelves to save their life! Bahaha That's why I quit shopping there in the first place, oh and the produce is a horrible overpriced selection. I just had to laugh... I should've known better :)"
60686173217_10151049356758218	"Has anyone else noticed that Kroger brand cottage cheese now more resembles a curd soup than it does actual cottage cheese? I have been buying Kroger cottage cheese as long as I can remember.  And it was always as consistently thick as the more expensive name brands. But recently, every container I buy seems to be extremely runny.  If this is their way of reducing the actual amount of cottage cheese without having to reduce the package size, then they haven't thought this through very well. I've purchased my last container of Kroger cottage cheese.  This stuff they are selling now is just not acceptable."
17648521247_10151238935616248	"Real bummer about poor size availability on Kohls.com. Was hoping to buy a Packers quarter-zip fleece for my father-in-law from Kohl's, a Wisconsin company, but he's not a size small...."
100488814000_10151218315059001	"I used to get the Kashi organic products but when I found out how much Kellogg's gave to try to stop GMO labeling, I don't even buy those anymore.  A good company to get your cereals from is Food For Life.  They make Ezekiel organic products.  Check out their facebook page!"
100488814000_10151001298554001	Plan to boycott your products until your products are GMO Free and labelled as such; it is the Consumers' Right To Know.
125472670805257_436589316360256	"yeah, we love to travel, Delta love taking us there, but we just don't like the way you treat your customers, us."
179590995428478_325028440884732	Who do I talk to about the foreclosure home that you can give to the bank and then rent out the home?
179590995428478_319676024738715	Thank you Bank of America for sponsoring our Save 'n SMILE Family http://bit.ly/RTVideoContest! Less than one week left to enter -- Grand Prize: $2000 in a college savings account which could mean an entire year of tuition and fees covered at a Texas community college!  Deadline: January 20.
8103318119_10151234603373120	"We are at the pharmacy of Store 373 and are having an awful experience. Was told the Rx was ready, then we'd have to wait 15 minutes. A half hour later, we're still waiting. And being given attitude nonetheless. Completely unacceptable and will be taking our business elsewhere."
12699262021_10150975731242022	"Dear Best Buy,   As a Loyal long time viewer of the Bold and the Beautiful I want to thank you for your support/sponsorship of my favorite soap! It is sponsors like you that keep it on the air!I I never miss an episode. The Bold and the Beautiful is one the few TV programs I watch these days In a world where soaps seem to be vanishing off the air it is my Sincere Hope that you will continue to support This quality program!    Al"
100488814000_10150994847839001	Yummy I just love my daily Frankenfood GMO poison while you profit.....how do any of the scumbags sleep at night knowing that you are poisoning people & their families so you can obtain your precious bottom line?
78143372410_10151022595902411	"I use Safari as my web browser and each time I try to load Just 4 U Personalized Deals, it gives me an error message.   I have to use a different browser or the app on my phone."
117497138610_10151176810503611	"The pharmacy staff at the Walgreens at 1536 East 23rd Street sucks! The staff are rude, lazy, and the staff lie about your prescriptions! Iam changing my pharmacy to CVS! I hope the managers at this Walgreens can get better pharmacy employees because you have lost a valued costumer!!!!!!!"
12699262021_10150798146552022	"Shame on you Best Buy!!!  How could you possibly see ANY benefit in supporting terrorist organizations???  I will be boycotting you until you change this company policy!  Also, I will be letting ALL of my friends, neighbors, Facebook friends and anyone who will listen to me ... that BEST BUY supports terrorists!  Oh ... by the way ... CAIR ... IS a terrorist organization!!!!"
147285781446_10150496940531447	Thanks Dick's Sporting Goods for providing such a durable product and fantastic customer service.  My team is decked out this fishing season with gear from your store!  -Continental Fishing Team
129945096760_10151087988476761	I drink Dole juice daily - but I may stop. I am well aware of your attempts to undermine our justice system's protection of human rights to ensure that corporate criminals get away with murder. Withdraw your name from the Shell vs. Kiobel brief you submitted immediately.
151262458516_10151197000483517	"Something Seriously needs to be done with the dollar general store in Big Lake,Texas!!! Our little community depends on that store for pretty much everything except groceries!!!! The store hours are always changing and no one can keep up!! Its ridiculous and it getting irritating!"
179590995428478_334118006642442	bank of america are fake corrupt government thugs... thiefs
60686173217_10150897837783218	Strawberry cream frosted shredded wheat...Yummy pregnancy snack @ 3 am <3
92979593115_10151176974918116	"On Friday September 29th my husband took me to the emergency room because I was sick.  After spending several hours there we needed to get a prescription filled, since it was the middle of the night we went to the CVS that was probably about a half a mile away from the hospital.  My husband waited in line for about 20 minutes, behind a woman and her son.  The one person taking in prescriptions was trying to figure out some dosing/charges for these people.  The customer had a hospital bracelet on too and who knows how long they kept her standing there, plus this woman had driven from another city to this specific location because they were supposed to have what she needed.    After this 20 minutes of waiting I asked one of the other women in the pharmacy, that had helped at least three people check out and pick up prescriptions, if someone else could take my script so my husband didn't have to wait in line anymore.  She told me ""no, that is where we take in prescriptions"" pointing to where my husband was waiting.  I was very sick and wanted my medicine so I could start to feel better.  After about a minute more I went over and told my husband ""Come on we are going to Walgreens."" So, we turned around and began walking toward the exit.  The woman that had denied she was able to help us in the first place began following us and said ""excuse me, I'm available to help you now.""  Uh, no thanks ""we are going to Walgreens.""  She had just told me no one else could help us.  And let me tell you that the woman and her son were still standing at the counter being 'helped' by the other woman.    Walgreens is just about three miles away, not really that far to drive, but when it is after midnight and you just got out of the ER and you are sick, you don't want to have to drive the extra distance.  And we shouldn't have had to.  The sad thing?  This particular CVS has always been slow; from the time they opened.  When they first opened I thought it was just because they were training and new, nope.  It never got better.  It doesn't matter what time of the day it is, you have to stand at the counter for at least 10 minutes while they take in your prescription and then wait.  I have never had a prescription done quickly there and generally when they say it will be done in 20 minutes, it takes 40 or more.  I have never been to another CVS to fill a prescription, so I am not sure if this is a problem with all of them or just this particular location.    So you know how long it took us to get the medicine from Walgreens?  Less thank 5 minutes.  Guess where we won't be going for prescriptions any more?  CVS on First Colonial Road, maybe all of them.  Just because they are the only pharmacy open in a specific location does not mean that the employees can make you wait that long.  I am disappointed by the service, or lack of service we received from your associates, I'm not entirely sure I will ever go back to any locations, because lets face it; there are many other pharmacies I could go to."
179590995428478_413292322058343	"Lies and fraud by @WellsFargo and @BankofAmerica threaten to close down non-profit. Thousands of animals and 6,000 children will suffer! Support @TheGraceFoundation ofNorthernCalifornia! The banks must step up and do the right thing!"
179590995428478_416190148435227	"Lies and fraud by @WellsFargo and @BankofAmerica threaten to close down non-profit. Thousands of animals and 6,000 children will suffer! Support @TheGraceFoundation ofNorthernCalifornia! The banks must step up and do the right thing!"
6806028948_10151101821188949	Alway had wonderful service from Southwest. Thank you South West for your economical and courteous service !!!
78143372410_10150816440957411	I have a question.  Will Safeway accept a manufacture coupon with another stores logo on it?
125472670805257_470957969590057	I was horrified to hear how Delta employees treated service members in the Norfolk airport. It sounds like you need to train your employees how to treat members of the military with respect. Such a shame. I've yet to see Delta issue an apology. I don't think my veteran husband or I will be flying Delta until an apology is delivered with a promise of improvements to come.
313163945066_10150834453005067	"It's really unbelievable that a bank of this size would have a website that does not work! I have tried multiple times over the last few weeks to log into my account and I keep receiving the error message ""Can't display webpage"". Every other website works so I know this is not something wrong with my internet/computer. Absolutely ridiculous that I cannot access my information!!!! :@"
12699262021_10150591613067022	"I bought my dad Best Buy gift cards to put new speakers in his 1973 sting ray corvette. We trusted the cedar bluff store in Knoxville, Tn to put these speakers in and had assured us they knew what they were doing. My dad picked up the vette and the speakers sounded great. He then took it to Reeder Chevrolet who deals with corvettes and upon inspection of the dash discovered that it was damaged. Reeder did not remove the dash or repair the air conditioner because of the issue and recommend it be replaced. When my father talked to best buy we learned the gut who installed the speakers had not worked on an old vette before and after describing how he removed it we learned he removed the dash improperly. Best but turned it into their insurance and washed their hands of the issue with no apology or admittance of wrong doing. The insurance company of course denied the claim and now we are stuck with repairs far greater then the speaker costs. My father who was just diagnosed with cancer and was a former High School football coach and teacher in this community doesn't have the time right now to fight this. But I do! Shame on you Best Buy. You come into a community and make a profit but you still owe the people who shop and hope to add value to their lives the decency to stand behind your work."
63445693036_10151168302018037	"as long as you play footsys with donald trump i shall not shop at macy's. i find him offensive & a traitor to this country's ideals, & anyone who is a friend of his shall have none of my business."
179590995428478_322616494459260	Brenda Branchini-Lage How many BOA customers know that when they changed the debit card overdraft system those customers who opted out still get there overdrafts paid and NOT CHARGED. Yet those of us who have Saving account with overdraft or other overdraft protection get slammed with fees. Choose not to have the option and save big dollars. Why are those with money in savings account forced to pay a fee when a deadbeat can get away with paying nothing. And yes I am right because I have a kid in college who BOA allows to use his debit card when there is no money in it and he is not charged unless he goes 5 days without covering it. Yet mom and dad who forget about a small debit get charged $10 to transfer it from our savings. As usual those who follow the rules get SCREWED. FYI this is for debit card transactions not insufficient check fees. BOA is not supposed to authorize the debit if there is not money to cover it but yet they do
124728879505_10150606090269506	"Whatever happened to the split pea and ham soup?? That's been my absolute favorite since I was a kid, but lately I haven't been able to find it anywhere :'(  By lately I mean in over a year, and in this last year I have lived in 3 different cities... Nowhere to be found :-("
8103318119_10151277861138120	"Is the Target on Cattleman Rd in Sarasota (Off University Pkwy) having trouble with their phone systems?  I need to reach the pharmacy, but I've tried their main line and the pharmacy line and it says ""All circuits are busy.""  I can call other numbers though, just this Target is having problems."
7003656077_10150678655651078	"Hello: For the past 15 days I have had the misfortune of having to take AA flight there and back. That unhappiness! The treatment you receive in the Miami airport is fatal. The cries, poor responses, bad faces of employees, the attitude of all staff on the ground will not let me think of something different to use the worst airline in the world. If something happened to you, give me Like a comment and we assert our rights to be respected. I wonder, the president of the airline will have traveled only once on a flight and be treated in a humiliating as it is up to all your customers? I'm sure you travel on another airline!"
21493231379_10151283749496380	My favorite card. Idkw ?
6806028948_10151105614188949	"I would like to thank you for the outstanding service I have received via the facebook page.  I have only flown two airlines--American and Southwest and Southwest has far exceeded my expectations on all levels.  In a time when customer service seems to have gone by the wayside, Southwest Airlines has stepped up and still makes sure their customers come first.  Kudos to you all!!!"
115568331790246_475324845814591	"I have not seen any posts about this so could you please tell me if there is an issue with the Rite Aid coupons from the Smart Source insert on June 17th. I tried to use the $3 off 2 Pantene coupon and it beeped. Thankfully, I went to my favorite Rite Aid and they looked into everything and then manually put it through. But they did think it was possible it was coded incorrectly. I know several people have been having this issue so if you could please advise, it would be greatly appreciated."
199504650087085_344995688871313	"I miss flying United. I live in Syracuse, NY, and I fly several times a year to see my family in Rapid City, SD. United flies the routes, but your tickets prices are always higher than Delta, usually by $100. United is my favorite airline, but price trumps all other reason to choose an airline. Any chance you can lower your prices so I can fly you again? I want to start adding to my ""Hemispheres"" magazine collection again!"
8103318119_10150529526163120	"While I am not an ""extreme couponer"", I always like the opportunity to double up on savings, i.e. using a manufacturer's coupon in conjunction with a store's promotion.  However, I was not able to do that at Target today in Levittown, NY, specifically - - I could not use a manufacturer's coupon for $3.00 off ten Smart Ones if I wanted the $5.00 gift card promotion.  I don't think this is right at all.  The store is reimbursed the amount of the manufacturer's coupon and using a manufacturer's coupon should have nothing at all to do with a store promotion.  I contacted customer relations by phone since I could not get through by e-mail and was given a reference number to bring back to the store so that they would honor the coupon.  The customer relations representative was very nice.  However, I don't think there should have been a problem to begin with!  Still, I LOVE Target!"
12699262021_10151212062562022	BEST BUY does NOT stand buy their Product warranty. They sale you a warranty and when you try to use it they claim thtyou abused your product. Even after they a proven wrong they still will not reimburse you for the time and money you spend using other products etc while you wait for them to fix the poduct you bought from them. I would suggest that people not buy from best buy and buy from other companies that d stand by their product warranty.
