postId	message	Appreciation	Complaint	Feedback
60686173217_10150863932403218	bring back lean finely textured beef.  u can even put a lable that reads contains LFTB.  as a business owner u should know that for every seller their is a buyer.   you have purchased LFTB for years so u know that LFTB is safe for the consumer and u know its quality because u have sold it for years until recently. Be a leader not a follower and bring back LFTB.	0	0	1
77978885595_10152221878725596	"After many years of being a loyal PetSmart customer, I am finding that I am faced with finding a new pet supply store.  I routinely purchase over a 100lbs of dog food each month.  I regularly use Pro Plan rebate checks and also coupons to help with the cost.  Besides the Pro Plan food I use Nature's Recipe food.  Yesterday, I went to my local PetSmart to purchase a bag of Nature's Recipe.  I had a coupon from Nature's Recipe, printed from their website.  I was told that they will no longer accept coupons that are printed at home.  Most manufacturers are now going to the print at home type of coupons, so basically you are saying you no longer accept those.   I have continually faced complaints and hassles from the staff at this PetSmart about the rebate checks, and now the hassle of no coupons is the last straw."	0	1	0
179590995428478_429928487061393	Thanks for jacking up what used to be a simple online banking experience.  Tried to pay my BOA credit card bill online as usual but we no longer can do it.  Am I supposed to add that account as a new bill in your new stupid online billing disaster? As if it were some outside entity/account?	0	1	0
60686173217_10150498339128218	"Why is Kroger making it harder on the average couponer? I am in no way a ""Super Couponer"" but I do try to save as much as I can to make my dollars stretch. I used to receive coupons from Kroger in the mail based on my shopping habits, but recently in the past few months I have not received any. I called customer service to see why.  They told me I was not eligible for the coupons anymore because I didn't purchase the ""right "" items or shop there enough. What!?!?!? We use Kroger as our primary grocery store. We spend hundreds of dollars there every month! Very Frustrating!"	0	1	0
100488814000_10150474889869001	Thanks for the amazing gift box! I cannot wait to try the cinnamon pops!!	1	0	0
100488814000_10150601060494001	What happened to Rice Krispies with Strawberries ? I love them so did my Family.	0	0	1
108381603303_10150502181028304	Hey!!!!!! did you change the recipe for the Reeses Peanutbutter Cups?  They taste different and they are/were my favorite food.	0	0	1
108381603303_10150953651068304	Our friends at HERSHEY'S are celebrating National Chocolate Chip Day. We see a cookie break in our future. How about you?	1	0	0
108381603303_10150990265778304	Why don't you make real chocolate instead?	0	0	1
108381603303_10151047517343304	you should make smore size chocolate bars!	0	0	1
108381603303_383509491687570	Customers at Sweet Revenge love this cupcake!	1	0	0
110455108974424_362995820387017	what's the age to work at gamestop?	0	0	1
110455108974424_375475499139049	megusta el juego de call of duty mw3	0	1	0
110455108974424_468525586500706	give me key code for diablo 3 PLZ	0	0	1
110455108974424_481573928529205	Do you have Battletoads for the Wii?	0	0	1
110455108974424_505624382790826	is there a resident evil 6 midnight release?	0	0	1
110455108974424_521521781201086	"I go in for orientation tomorrow. That's right, I got a job at GameStop. You may all begin to bow down."	1	0	0
110455108974424_534964836523447	Will far cry 3 have a midnight opening?	0	0	1
115568331790246_397572843589792	The Rite Aid Pharmacy Card helps sometimes!	1	0	0
115568331790246_521490427864699	Best place to get your prescriptions filled!	1	0	0
117497138610_10150608256078611	WALGREEN'S ONLINE CUSTOMER SERVICE IS A JOKE	0	1	0
117497138610_10150727775818611	"Hi, does anybody know what to take for a bad earace or infection? thanks"	0	0	1
117497138610_10150932452253611	Don't shop Walgreens they discriminate against 40+ people!	0	1	0
117497138610_10151174485288611	what day walgreens open on damen/milwaukee	0	0	1
124728879505_10150915750344506	Like cooking with celery and mushroom soups.	1	0	0
124728879505_10151124427734506	I have been customer of your a long time. Why do you oppose prop 37 in California? Do you use GMO Ingredients?	0	0	1
125472670805257_367600066592515	take good care of my Emily x	0	1	0
125472670805257_507443895941464	I have a flight out of Westchester airport on Nov. 1 at 7:20 am to Atlanta.  Do you think it will be operating?	0	0	1
125472670805257_521332204552633	We fly seventeen Years with Delta Airlines	1	0	0
126016648090_215016971961578	wont eat any thing but chef boyardee	1	0	0
12699262021_10150521095417022	You have one of the worst customer service departments. Thank you for stealing my money and not being able to help! You have lost yet another customer. Congrats!	0	1	0
12699262021_10150728468567022	Thanks Best Buy and Matt Kenseth's Daytona 500!!	1	0	0
12699262021_10151242351327022	How much is credit on unibook for my laptop? How much are the unibooks?	0	0	1
12699262021_10151286097012022	how much is a Casio keyboard pedal?	0	0	1
12854644836_10150905299054837	When does the May Half-Yearly sale end?	0	0	1
12854644836_10151035479214837	Anything I liked was not on sale!	0	1	0
129945096760_10150489692041761	Will Dole be bringing Tuesday Trivia back?	0	0	1
147285781446_10150963744366447	"Hi , i have an important question/statement ."	0	0	1
147285781446_10151135777041447	"Shop local ""Mom and Pop,"" support businesses that respect our Constitutional rights.  Screw Dick's..."	0	1	0
147285781446_10151136788261447	Booo on dicks for their Firearms decision	0	1	0
147285781446_10151137495841447	You just lost a customer for life	0	1	0
147285781446_10151146013996447	"Dick's Sporting Goods will be history in Okla., go North or West liberal suckers!"	0	1	0
159616034235_10150536407189236	Is Walmart supporting SOPA and Protect IP?	0	0	1
159616034235_10150544359644236	went to WalMart neighborhood market instead of the superstore on Coors & I40... found some prices $1 more....most items more than the superstore...	0	1	0
163478290365055_466829846696563	Boycotting till you rehire him with BACKPAY!!!!!	0	1	0
17648521247_10150505919021248	what time does kohls close on saturdays	0	0	1
179590995428478_310104605710449	Bank of America is a rip off!	0	1	0
179590995428478_324805267573716	I LOVE bank america in this country	1	0	0
179590995428478_343061995748043	Bank of non americans you sicken me	0	1	0
179590995428478_354554174598825	I'M AM NRA AND I VOTE TO TAKE MY BUSINESS ELSEWHERE! IF MCMILLEN INTERNATION INC. IS NOT GOOD ENOUGH THAN I GUESS I'M NOT EITHER. SO SEE YE.	0	1	0
179590995428478_356260317761544	Bank of america is starting to suck	0	1	0
179590995428478_365129880207921	I am having a problem transferring funds from 1 account to another on line.  WHY	0	0	1
179590995428478_368668596520716	"Good morning, How WE can get some help from the customer service. We have a emergency. We need contact withyou Bank of america please. By the 1800 is difficult..."	0	1	0
179590995428478_421840294536879	I love working for Bank of America!	1	0	0
179590995428478_422795694441339	I'm trying to ship items frm http://Amazon.com  to an address that is different from my mailing address and BOA keeps declining the transaction.  Please help.  Thx	0	0	1
179590995428478_425660814154827	Thank you so much Bank Of America	1	0	0
199504650087085_329271177110431	when will your flights to istanbul begin?	0	0	1
199504650087085_452661828104698	"Day 5 of no response to my posts. United is just like American airlines, CRAP."	0	1	0
21493231379_10150504834741380	why do you keep removing my post!!!!	0	0	1
21493231379_10150886536636380	Any info about the discovercard.com being down would be extremely useful right now.	0	0	1
21493231379_10151289874296380	Great ways to save money with shopdiscover!!	1	0	0
313163945066_10151018581045067	i <3 my local us bank first st napa ca!!! amazing employees in that office!!!!!	1	0	0
313163945066_10151141075120067	I'm really starting to despise your service!	0	1	0
56805881344_10150454155611345	How do you get your new calendar?	0	0	1
56805881344_10150581234146345	"Hi, Do you have office in manila?"	0	0	1
56805881344_10150969593046345	please bring back savory chicken noodle dinner	0	0	1
56805881344_454759257898251	Yummy mix vegetables cooked in spicy curry :)	1	0	0
60686173217_10150606616063218	Did you guys change your coupon policies?	0	0	1
60686173217_10151127081143218	"good prices, great selections, and friendly people."	1	0	0
63445693036_10150825308478037	love the new dress i got yesterday	1	0	0
63445693036_10150923972813037	I am not Impressed!  More like Shocked and Appalled!  I was directed here to enter the iHeartRadio Contest and you have nothing!  Great way to alienate your customers...	0	1	0
63445693036_10151096377683037	I love MACY'S is my favorite store!!!!!!!!!!!!!!!!!!	1	0	0
63445693036_10151145643553037	Did you fireTrump from representing your store?	0	0	1
6806028948_10150684165048949	When are going to start flying Austin-Cun?	0	0	1
6806028948_10150701666133949	Best flight deals and consistently nice planes!	1	0	0
6806028948_10150750096808949	Delta sucks we need Southwest in Chattanooga.............	0	0	1
6806028948_10150754319818949	"Whenever I fly I usually only fly with Southwest! Great Flight attendants, remarkable service, and a great ride! All for a great rate! No one can beat Southwest!"	1	0	0
6806028948_10150771252273949	Support you people ????? Husband of FATSO (according to Southwest Airline Employees at BW airport).	0	1	0
6806028948_10151038265118949	Fastest way to get to San Antonio!	1	0	0
6806028948_10151072315653949	When will Southwest begin flight to Hawaii??	0	0	1
6806028948_10151102961778949	Do you fly close to Medford Oregon?	0	0	1
6806028948_10151169613568949	How do I delete getting Southwest's facebook?	0	0	1
7003656077_10150552775256078	Your change fee calculations are a SCAM	0	1	0
7003656077_3562673638127	Author singer songwriter loves to fly AA	1	0	0
77978885595_10151565313750596	Your Exclusive Deals coupons do NOT print	0	1	0
77978885595_10152062627355596	STOP selling dog treats imported from China.	0	0	1
77978885595_10152118128830596	STOP selling dog treats imported from China.	0	0	1
78143372410_10150445744337411	What are Safeway's new years store hours?	0	0	1
8103318119_10150765284893120	FREE Reusable Bag at Target this Sunday!	1	0	0
8103318119_10151013616398120	One of my favorite places to shop.	1	0	0
8103318119_10151046717128120	Five super-affordable outfits we created with clothes exclusively from Target: http://bit.ly/MuSVUn	1	0	0
8103318119_10151059816058120	Good morning Target - what's your return policy?	0	0	1
8103318119_430082230380032	Thanks Target you have some great employees.	1	0	0
92979593115_10150539809413116	"Thanks for the $2 Emergency Extrabucks Rewards received via email. What a nice gesture, CVS"	1	0	0
179590995428478_327785693942340	"DO NOT BANK HERE!!! They use the ""right to offset"" even if you're not on the other person's account. They took my whole paycheck to pay towards my mom's account, because when I set up my account years ago, it was a ""student account"" so they put her name on mine too, but my name was NOT on hers. Found out from them that her account was overdrawn for a month, so with no notice whatsoever, the day my paycheck hit, they took it all. And even though she agreed to pay them and set up a payment plan, I still don't get my money back. I wrote Good Morning America, and with any luck they'll have me on the show because I want people to know they are ""allowed"" to do this. So wrong. I will never use them again, and I encourage everyone to do the same!"	0	1	0
100488814000_10151163693259001	"Kellogg's: Why are you not responding to your fans?  I came to the page to play the spin game and I see this going on.  Not responding to your consumers speaks volumes and this is not just going to go away, believe that."	0	1	0
12699262021_10151131163102022	"I've bought a laptop from here almost three months ago, and we had bought an extra insurance for it upon purchase.  Well now I'm having problems with the monitor and my receipt disappeared.  Is there any other way to receive proof of purchase?"	0	0	1
179590995428478_388636867857222	"Hey, I just found a new BoA scam, they wack you $35 + $35 and not even cover the original so far $70 in fees and they have put nothing out for it..... Hmmmm   Thats against the law here in New York!  Talk to my Attorney General"	0	1	0
179590995428478_428122637241978	Dear Bank of America thank you for posting a check to my account at 1159 p.m. and then my paycheck at 12 o'clock midnight throwing my bank account in to overdraft. I really appreciate is random acts of kindness around the holiday season even more so on my son's birthday when I'm already very broke as being a single mom. I hope you enjoy my money because that's the last time you'll be getting it. Peace out PS didn't you get sued for the exact same thing	0	1	0
60686173217_10151132524538218	"Kroger is a store I have used for many, many years and always purchase my groceries, gas and prescriptions.  But today I called because someone in front of me did not have their card and I let him use mine (out of courtesy) and he used my $20.00 credit for a prescription.  I did not know this until now as they have me on hold.  Renee, who is representing Kroger, as I write this tells me that there is nothing they will do about this!  I asked to speak to a supervisor   named Toni and she says this is my problem!  So Kroger is willing to lose a customer who will let over 1200 people on facebook know about this over $20.00?  I would like to hear from Dave Dillon concerning this."	0	1	0
6806028948_10151055345458949	"Other airlines have started to charge passengers for window or aisle seats, and for any carry ons... CRAZY! I'll stay loyal to Southwest Airlines as long as their prices are fair and they don't start employing crazy antics like the other airline companies."	1	0	0
313163945066_10150977303600067	"US Bank will not help you, in the least, for anything.  Bank somewhere else... I pay fee after fee after fee for years and when it really matters they wont reverse one... thanks for being my friend. Btw. Te federal commission for consumber protection from banks will definitely be ckecking out the fees for your predatory checking account advance program. You wont be in the payday advance business for long. You made your last fee off me."	0	1	0
110455108974424_508206352532629	"My sister's home was broke into and the thief that took their game system. The thief took it to a local Game Stop store and received money for our stolen things!! When the Police verified the Items were ours, Game Stop refused to give our items back and told us we would have to pay for them or take them to court?!!!! Very upset and displeased, You would think they would honor there customers and help prosecute. Instead they are supporting and encouraging theft. Please spread the news on how Game Stop deals with problems like this!!!!"	0	1	0
8103318119_10150756897628120	Wow seriously your becoming like walmart. You state in BIG letters on a sign distraction free shopping. BUT there is a man puting voter crap in our face at the exit and rude too! I went to the manager and she said he has permission. Really??? He is asking to sign stuff we dont want too and your store CLEARLY states you dont allow it. He has also a table set up and a VERy mean dog siting on the table that scared the crap out of my kids. Why are you allowing this?Rancho Cordova California target Manager Shelby who was on duty. Why when I complained about him and that you guys are like walmart leting this happen they said it was corporates call.	0	1	0
179590995428478_383639831690259	"Alaska Airlines CC Card Holders Beware: Bank of America (the bank for the Alaska card) took $1000 + from our account by their mistake. It over-drafted the account. After hours of phone calls, lies and misinformation from the customer service people, the money is still out (10 days so far) and may not get returned for another 5 or more. There is no recourse. B of A just does not care. They even said, if we had a Bank of America account they could do it quicker. We were with B of A before and we know that is not true. We love Alaska Airlines but they should use a bank with services. Warn others."	0	1	0
100488814000_10151208295469001	"I personally want to thank you for your programs that provide an opportunity to enjoy kelloggs products. I work with children who for the most part, have rarely had a filling breakfast in the morning. So, as I play in the Prize Pantry and earn rewards, it is fantastic that I also have other small wonderful little gifts that I can bestow upon these children! Thank you...It has not gone unnoticed!"	1	0	0
78143372410_10151158363692411	"Well Safeway I have been trying to find a place to tell you that I am really POed about the way you 4 times a year simply cancel the gas savings we have aquired.Fopr the second time, the day after recieving a 5cent gas discount. I go to gas up and find it was canceled the same day I recieved it. I have enough dates and deadlines in my life I do not need to be worried about when my gas discount runs out?And really how about the timing of this...?? people have just done all the holiday shopping and built up the dicounts. It is not a new year??? It is the middle of the Holidays. I do not get it? or even understand why you are doing this.I am a loyal customer and get all my gas at Safeway gas bar since it first opened here in Terrace.But I really do not like, getting rewards then loosing them for no apparent reason.Once a year might be understandable but the timing and the injustice of this has made me want to go else where."	0	1	0
199504650087085_322341581136724	"Our flight was changed so we called to be moved. The customer service representative moved us to another flight & asked if we wanted to upgrade to Economy Plus seating for a fee. I declined. When I tried to select our seats online I find that I have no choice. The Economy Plus seats are the only available. The customer service representative never mentioned this. This is wrong, we shouldn't have to pay these fees."	0	1	0
100488814000_10150607608099001	"Just wanted to say ""Thank You"" for providing gluten free Rice Krispies.  3 of the 6 in my family have gluten allergies and gluten free options create brand loyalty to Rice Krispies.  We buy it to make granola bars, Rice Krispies treats, and of course our cereal.  Any additional gluten free products by Kellogg's would be welcomed by the more than 2 million celiac's in the U.S. We are always searching for affordable food options.  Keep it up!"	1	0	0
56805881344_10151139246871345	"Hey Krafts I am writing because when I was little many years ago my mom used to make Cathedral Window Holiday Bars. They were made with your multi colored marshmallows... FunMallows miniatures. I have not made them in years but now as the holidays are here, mom is gone, I cannot find the multi colored miniatures. Could you please send me a package or two so that I can make these childhood favs?? thanks ? happy holidays!"	0	0	1
147285781446_10151136177236447	"OK for you gun control advocates, let's get this straight. The term ""Assault Weapon"" does not only apply to military style weapons, such as the AK47 or the AR15. Let's look at the definitions...Assault: a violent physical attack; Weapon: something (as a club, knife, or gun) used to injure, defeat, or destroy. So when the words are used together, ""anything"" used in a violent physical attack upon someone, is an ""Assault Weapon"" by definition. A BIC pen, if used to assault someone, is an assault weapon. Don't laugh. A BIC pen in the hands of a well trained individual is indeed a deadly weapon! Your arguement that no one needs an assault weapon because they're not good for hunting or sport shooting is BS. Your claims that they're only good for killing lots of people by shooting high capacity clips is BS. FACT 1: All AR10, AR15 and AK47 style weapons make very good hunting weapons. Many manufacturers make ""hunting legal"" clips for these weapons. Hunting legal clips are defined in most states as a clip that holds no more than 4 rounds + 1 round in the chamber for a maximum of 5 rounds. They work very well on a large variety of game animals and nuisance animals. FACT 2: All AR10, AR15 and AK47 style weapons make very good sport shooting weapons. I won't go into all the various events and range set ups where people enjoy shooting these style weapons. I will give you one huge event that is growing by leaps and bounds yearly, the ""3 Gun Challange."" The 3 Gun Challenge involves pistols, shotguns and rifles. The rifles of choice are predominantly the AR10, the AR15 and the AK47. And one other thing...These style weapons employ thousands of people nationwide in manufacturing and retail jobs. To ban them simply based upon your illogical, pathetic beliefs, would cost thousands of jobs for no worthy reason at all!"	0	1	0
117497138610_10150922919498611	"I just can't bring myself to use Walgreens for printing my photos anymore.  The price is nice, but the quality this last go-around was quite awful.  The color is off so badly and the enlargements are terrible.  And why so much cropping?  Also, the 'technicians' should be more away when the printer is running out of ink...I have really nice lines going across my pictures thanks to that lack of knowledge.  Sayonara!"	0	1	0
199504650087085_355388561165359	"MY GOD United, I have been trying for 3 days to get United's Group Reservations. 12 of us would like to fly from Columbia SC to Chicago, and guess what??? For 2 days we had the recording..""We are very busy-Call back later"" and I have spent over 2 hours today (at WORK) trying to get them today. They never answer! They just put us on hold and that's it! What a way to run a business!!!!"	0	1	0
12699262021_10150622848747022	"Just want to let everyone know not to buy anything at Best Buy. That extra $250 my daughter spent on top of the price of her laptop for their Black Tie and Geek Squad services is the biggest waste of money. She was told it would cover ""anything"". She has a 3 month old laptop that was damaged in a house fire. (smoke blackened screen and plaster from the ceiling in the keyboard, no idea if it runs to be honest) Guess what... none of Best Buy's agreements cover fire/smoke damage. She even had her receipt to show she bought the extra warranty!  And they had no recommendations for cleaning it. Basically we were told that she now has a $1800 piece of trash. *sarcastic font* Thanks for the excellent service, Best Buy. *end sarcastic font* I will never buy anything from Best Buy again."	0	1	0
100488814000_10151043902489001	"Please get the GMOs out of your products.  And unless you label whether or not there are GMOs in your products, I will avoid purchasing and consuming your products."	0	1	0
104078918472_10150538281548473	"Was not given seat selection option when booking tickets.  Checked in online early, was not given seat selection option at that time. Arrived at the airport early, tagged luggage, asked to have any seat other than very last row because I have been up all night preparing for the biggest meeting of my life and REALLY need to sleep on this flight. (The last row does not recline) Was told that actually, my seat was in the very last row. Laughed thinking she was just giving me a hard time because of my request. Was told she was being serious and that the plane was full and no changes could be made (almost a full 5 hours before the connecting flight in question). No apology, just a stoney face asking me to move along.   REALLY US Airways? Can't you at least pretend to try!? I #worstflyingexperienceonusair"	0	1	0
108381603303_10151029823323304	I love your chocolate but I am not going to buy them anymore if you don't get child labor out of your cocoa supply chain. This is a shame.	0	1	0
117497138610_10151091459788611	"ATTN - if you have Blue Cross/Blue Shield and Walgreens - you may want to rethink your selection of pharmacies... we were  informed that Walgreens and Blue Cross/Blue Shield have some sort of ""issue"". Suffice it to say that our ~$50 prescription bill was ~$275 because Walgreens and BC/BS have ""an issue"".  Can anyone help us at corporate level?"	0	1	0
12699262021_10151208714652022	"Terrible, terrible customer service online. I have left 5 e-mails over the years and even though they say they'll get back in 2 days, they have NEVER replied. I have a credit that they have been holding for over 4 months and when I spoke to someone and she couldn't even look up  my account. Their customer service is a joke."	0	1	0
147285781446_10150489580986447	Is there anyplace online i can find cupons? because i am about to buy a new bat and glove for baseball and i am trying to save some money???	0	0	1
147285781446_10151143035266447	I have just liked your page as I read in the news your company has suspended the sale of weapons like the semi automatic weapon used in the Sandy Hook shootings! Thank you for doing this in light of people running like crazy to buy them!!! That morals and saving lives are more important than profit! God bless!	1	0	0
152789358067261_394188533927341	do you have an email or phone number for your customer service dept? any way to contact someone other than a call center with no information that will help??	0	0	1
152789358067261_452491418097052	Thanks for screwing me over on my hunting trip and leaving me with no money while I'm 3000 miles from home! You guys really know how to keep you customers!	0	1	0
17648521247_10150571288081248	"Thank you for not making the mistakes that JCPenney is making.  You are my new favorite store.  Love the sales and the coupons that come with the store card!  (Not so crazy about Kohl's Cash, though...)  Please get rid of your J-Lo line and bring in more Vera Wang.  I would also love it if your store brands picked up more styles like Worthington and East 5th.  I am a teacher, and I wear Worthington dress pants to work nearly every day.  I am a size 10/12 and am 5'5"", which means I am too short for most of your ""average"" sized clothes and too tall for ""short"" sizes, yet, I think I represent the ""average"" American woman pretty well, size-wise.  I can buy JCP pants without even trying them on, and they fit every time.  I like Kohl's styles, but I almost always have to make alterations in order for them to fit right.  You can never go wrong with basic black pants and heels.  Please add more classic, contemporary, casual officewear to your everyday lines!"	0	1	0
56805881344_10150944483136345	"Please keep all your products GM free! I'm one of your fans but would definitely stop buying Kraft Foods if I knew you used GM ingredients, that's for sure."	0	0	1
56805881344_10151140803361345	My mother in law gave me a bottle and now I have been searching for Oil and Vinegar Dressing in Windsor and in Michigan...Where can I buy more????	0	0	1
60686173217_10150679308018218	"A fair number of those posting here asking for Kroger to carry Pink Slime meat are employees of Beef Products, Inc.  They are trying to save their jobs, as the demand for product is at an all time low.  I appreciate their dilemma,  but no one really wants to eat that garbage.  Make a safe, appetizing product and people will buy it.  Deceive the public and betray peoples' trust....well, this is what happens - people no longer trust your company, and they won't buy your nasty product."	0	1	0
60686173217_10151068014438218	Please train your baggers. We spend 230-250 bucks a week there and are tired of our canned vegetables being stacked on our produce and our chemicals bagged with our food.	0	1	0
6806028948_10150760099013949	Really not impressed with your prices as of late from BUF to MCO.  I use to tell my friends only do Southwest but your prices are not good anymore.	0	1	0
115568331790246_434942239852852	"Just got an awesome robo-dialed phone call from some chick at Rite Aid Pharmacy Services, letting me know there was generic available for my medicine. I was super disturbed by this and the woman on the other end of the phone seemed surprised. I don't need call center phone calls to tell me about my meds - thanks. I discussed that with both my Dr. and my local pharmacist. Holy Crap. Thank Goodness it's after 5 and I have rum."	0	1	0
313163945066_10150892344145067	"Dear Sirs, I wanted to take time and tell you about your manufactured housing division in San Diego. I have been working with them, as a retailer, for over six years. They are great to work with and very friendly. They always take time to answer any questions and really listen if I have a suggestion! I would also like to mention one employee by name, Lynn Eagleson. Super! You should have her train all your new employees!"	1	0	0
12699262021_10151043424817022	"We have bought so much stuff at best buy but I  that  ended today. Kris's phone finally died (incredible2) after only about a year. We both started out with incredibles, but hers had to be replaced 2 times, so about a year ago they gave her an incredible2 as the clerk said they didn't have any regular incredibles. I took it back for repairs and today they gave her a regular incredible saying we couldn't have another 2 as they now had incredibles. What a crock. unless they take care of us, I will go elsewhere. Our upgrade is the 27th of this month and we want iphones. hello Verizon. Will you screw us like Best Buy did."	0	1	0
92979593115_10150566941983116	Kellie at CVS extracare department is a complete waste of space.   All of her answers were answered that she doesn't do this and doesn't do that.  Why is it that everytime I speak with a company....the answers always change.  It's so frustrating that you're site is not working properly and I'm being treated bad.  Now it's my turn to let out my frustration.  Hopefully you can resolve the issue soon	0	1	0
17648521247_10151115200731248	"Just a heads up everyone....Kohl's is having customers fill out a form to accept their email notifications and in return they say they will give you a coupon for ""$10 off"" your next store purchase. Well, this seems to be a sham because 8 of my friends and family filled those out and now are only getting a ""$5 off "" coupon. After contacting them about it, they just say they are sorry this is happening but they can't give us the correct coupon. Then they say they will give us another $5 off a shipping purchase or if we charge something, $5 off that. To me that is not good enough! I signed up for the $10 off a ""store"" purchase, no charge necessary! Either give the $10 off coupon or do not offer it! I have always loved Kohl's, but this has shaken my opinion of them."	0	1	0
151901268159778_523645304318704	"Hey Ally!  I just got out of the Doctors and he said i had a server case of tonsillitis. If it wasn't for your ATM fee reimbursements I would've had to walk an hour both ways for going to the Doctors office AND I wouldn't have been able to purchase my medication and some basics. IF it wasn't for you, my day would've been a much harder :(  Thanks ?"	1	0	0
115568331790246_548572168489858	"I am so frustrated with your Video Values coupons.  Everytime I try to get my coupons, they never load completely.  I hit print the other day and left the room for a while and they still hadn't loaded completely.  I tried printing them and all I got was about 1/3 of my coupons and then a huge gray area with my name in the middle of it.  I went sent a couple of emails to the adperks address but they never get back to me.  I have lost 4 coupons that I wanted for the sale this week and now cannot get them because it says that I printed them and that they are no longer available.  Is anyone else having this problem?"	0	1	0
12699262021_10151332444982022	"Dear BestBuy, I now fully understand why you are called the amazon.com show room.  First you provide the wrong item at in-store pickup...now 2 hours on the phone and no one can figure out how to fix it, but don't worry your hold music insists you are trying to save me time :-).  Worst customer service I have ever experienced. Luckily Amazon knows how to service their customers.  Sincerely, Mike"	0	1	0
125472670805257_465134286839092	"I really love Delta Airlines. You may think I 'm crazy but they make me feel special. Their ""loyalty program"" is really extraordinary. I fly a lot and sometimes things get screwed up. They know how to run a loyalty program. When things don't go right they are quick to address my needs and make the best out of a bad situation. Tonight's travel plans are in jeopardy because of weather. I'm back up every which way I can be to get home as quickly as possible and they are doing everything they can to make me happy."	1	0	0
7003656077_10151027744711078	"The more I think about this the more ticked off I am at the situation.  Think about this AA - how many people out there have a loved one - child, sibling, aunt, uncle, cousin, niece, nephew or dear friend with special needs?  More than you know probably.  No matter what the resolution is, the event is what will stick in people's minds.  Choosing an airline - most will now skip over AA.   I hope your company & it's employees are proud of themselves, no amount of spin you could put on this will get me back on one of your planes."	0	1	0
179590995428478_326056650781911	"Living in Washington State, working for bank of america, and being relatively responsible.... I had heard that other people enjoyed online banking far superior to what was offered me for years!  If this is it.... what a joke!  It takes multiple days for it to process.... I can't figure whether the money is gone, or going to be gone, it is basically useless compared to the old northwest system and frankly seems intentional to cause problems that result in fees.  I'm not normally a complainer and I process about 10k a month through this checking account. But if you're not doing it on purpose the product sucks.  Gotta 2nd mortgage to pay off and i'm gone."	0	1	0
117497138610_10150851925598611	Please stop calling my house for me and my husband to remind us to fill a prescription.  We can't find a button to push to opt out of this service.  I have called our local Walgreens asking to be removed - hope it works because Walgreens is driving us crazier than we already are.	0	1	0
8103318119_10151260764308120	"Well evidently ( according to the Davenport, Iowa store) the text messages sent to me today stating and I quote: ""Your entry last month has WON! Go to H##p ... targetPrizes.c#m/ and enter code 4##7 to claim your FREE $1000 Target Gift Card within 24 hours!""  Hopefully Target will straighten this out...If it is a scam why did a link appear below when I purposely left out some of the info????  I am going to delete the link and ask more questions!"	0	0	1
8103318119_10150602023318120	"Target, I was in love with you until today when I got my 3rd shipment- two of the items were correct, but instead of the third thing I ordered, I got a random black Merona cardigan that I definitely did NOT order. Who got my shirt? Did someone at the shipment center steal it? The guy on the phone was nice, but his accent was SO THICK is was VERY difficult to understand him. :("	0	1	0
108381603303_497686156910491	"Very slick little graph showing the funding blitz on labeling GMO ""foods"" in CA. http://www.kcet.org/news/ballotbrief/elections2012/propositions/prop-37-funding-genetically-engineered-food.html"	0	1	0
108381603303_10151241826738304	"Dear Hershey, when are you going to sponsor a chocolate addiction rehab facility?  No, seriously. I don't think I can ever stop eating your kisses and milk chocolate bars.  I am addicted and have been for a very long time.  Help! :)"	1	0	0
125472670805257_526787267340460	How dare you treat our wounded warriors in this manner! How dare you! Do you have ANY idea just how much they have given? We demand public apology for our Wounded Warrior Christian Brown! Your treatment of him was disgraceful! DISGRACEFUL!	0	1	0
129945096760_10151088928781761	"Soon, the U.S. Supreme Court will decide the Shell vs. Kiobel case -- a precedent-setting case that would allow corporations to literally get away will murder and no longer be held accountable in U.S. courts for crimes they commit overseas."	0	1	0
179590995428478_409522869101955	"I own a small business and use BofA. On Aug 31 and again on Sept 4, BofA deducted the same check from my account. That check, by the way, had no endorsement on it, but they debited my account anyway. I discovered it on Sept 17. I called BofA and was transferred to three different departments before I was told that they would file a claim on it and someone would contact me in 48 hours....that is 16 days after they deducted the check the second time. Even after someone contacts me there is no date in which they will credit my account for the error in deduction. Meanwhile, I have to make payroll...and BofA does not care."	0	1	0
104078918472_10150576436728473	Once again I was irritated at the end of a flight due to the way our baggage was handled and the lack of common courtesy.  Why do I pay to check a bag and then get treated so poorly.  Anyone else have similar thoughts?	0	1	0
151901268159778_608025962547304	Got email from ally saying they no longer offer international wire transfer service from end of this month - how unfortunate! I chose ally becauae i could wire transfer w/o going to a branch. Guess I have to look for a new bank again.	0	1	0
17648521247_10150890477276248	Kohls u and target where in competition until your associate followed me like I was stealing so guess what now I know where home is and where my heart belongs.. TARGET !! To think I've spent a generous amount since you came to bg hump!!	0	1	0
179590995428478_348995095154733	I've been a Credit Card customer for over 6 years and paid my card off in full after struggling with debt.... Now that it's been paid off I've been hit with an Annual Fee of $59.00. I've paid your company hundreds if not over a thousand in on time interest charges and now that I'm out of debt you're charging me with annual fees. I'd have to close this account in order to have this fee removed which would hurt my credit. You guys only care about making money period.	0	1	0
